packet_rate,byte_rate,flow_count,flow_growth_rate,src_ip_entropy,latency,packet_loss,controller_cpu,label
3.1329470757949505,7.8644467801399776,16,0.0,0.0,0.057,0.0,2.85,5
2.90454679768498,7.626814531349806,16,0.0,0.0,0.049,0.0,2.675,5
2.922320188928498,7.663194445729215,16,0.0,0.0,0.059,0.0,2.8699999999999997,5
2.8650228026611657,7.625994680481177,16,0.0,0.0,0.064,0.0,3.75,5
2.817763563306903,7.577589124875117,16,0.0,0.0,0.053,0.0,3.7433333333333336,5
2.8293298956033595,7.591222445907557,16,0.0,0.0,0.053,0.0,2.966666666666667,5
2.800977295390408,7.553434049081312,16,0.0,0.0,0.052,0.0,1.71,5
2.8441650119892974,7.612168091944679,16,0.0,0.0,0.051,0.0,3.0033333333333334,5
2.8459793573216388,7.61407717541352,16,0.0,0.0,0.061,0.0,3.0766666666666667,5
2.770524541385124,7.513927583151915,16,0.0,0.0,0.057,0.0,3.0700000000000003,5
2.8947686640067425,7.6425366622453055,16,0.0,0.0,0.054,0.0,1.416666666666667,5
2.8747411946893293,7.61994492487556,16,0.0,0.0,0.062,0.0,1.406666666666667,5
2.8705228704221373,7.624126460546648,16,0.0,0.0,0.045,0.0,1.2466666666666668,5
2.8658619181094678,7.62063262932378,16,0.0,0.0,0.051,0.0,2.546666666666667,5
2.9827751003659593,7.728559536475118,16,0.0,0.0,0.053,0.0,2.5333333333333337,5
3.1694647809752623,7.936064546640075,16,0.0,0.0,0.05,0.0,2.4133333333333336,5
3.083471803395801,7.83945249024877,16,0.0,0.0,0.059,0.0,1.1733333333333336,5
2.9862748020373098,7.753789816298338,16,0.0,0.0,0.064,0.0,1.2133333333333336,5
2.8086299315726695,7.556478914573893,16,0.0,0.0,0.061,0.0,1.6666666666666672,5
2.8732063915216592,7.633436437271743,16,0.0,0.0,0.069,0.0,2.8400000000000003,5
2.8735407335484493,7.6337881953313245,16,0.0,0.0,0.067,0.0,3.366666666666667,5
2.854103776117725,7.609701176366316,16,0.0,0.0,0.071,0.0,3.4666666666666672,5
2.868285332375869,7.626085658370763,16,0.0,0.0,0.055,0.0,2.2900000000000005,5
2.8139803222807536,7.572395712624799,16,0.0,0.0,0.052,0.0,2.3400000000000003,5
2.850244604156899,7.6173203904376585,16,0.0,0.0,0.072,0.0,1.873333333333334,5
2.848915278602407,7.615921921988691,16,0.0,0.0,0.058,0.0,1.6433333333333338,5
2.773843991231168,7.513518588433932,16,0.0,0.0,0.052,0.0,1.1566666666666674,5
2.8553699030215416,7.615581565219745,16,0.0,0.0,0.065,0.0,1.5500000000000007,5
2.8296373794329575,7.5901459979612325,16,0.0,0.0,0.053,0.0,1.6966666666666672,5
2.847656851725253,7.612703948170573,16,0.0,0.0,0.054,0.0,4.236666666666667,5
2.863004759199758,7.624336091821646,16,0.0,0.0,0.052,0.0,3.8033333333333332,5
2.778051175540126,7.512486865986364,16,0.0,0.0,0.1,0.0,4.080000000000001,5
2.869712513812033,7.623780921809966,16,0.0,0.0,0.05,0.0,1.4733333333333338,5
2.867272437948785,7.622681957497849,16,0.0,0.0,0.055,0.0,1.553333333333334,5
2.8485339182361726,7.60381167114384,16,0.0,0.0,0.06,0.0,1.1700000000000006,5
3.050043105308133,7.811106053452856,16,0.0,0.0,0.05,0.0,1.0400000000000007,5
3.0093332419470022,7.759127248598084,16,0.0,0.0,0.058,0.0,1.1266666666666671,5
3.148847725657616,7.921553621214209,16,0.0,0.0,0.061,0.0,1.1666666666666672,5
2.8510224306362733,7.588774152554373,16,0.0,0.0,0.052,0.0,1.533333333333334,5
2.9012789433690087,7.6464531273831895,16,0.0,0.0,0.049,0.0,2.130000000000001,5
2.882041298006618,7.627580218804553,16,0.0,0.0,0.052,0.0,2.603333333333334,5
2.8948752369471626,7.6466596870815975,16,0.0,0.0,0.057,0.0,3.0066666666666673,5
2.8840924437801085,7.6396588778489365,16,0.0,0.0,0.057,0.0,2.5466666666666673,5
2.740643746953532,7.478275448872065,16,0.0,0.0,0.087,0.0,2.150000000000001,5
2.837688812160883,7.599757882317967,16,0.0,0.0,0.059,0.0,1.4200000000000008,5
2.8390906352593377,7.601232826043312,16,0.0,0.0,0.083,0.0,1.1266666666666674,5
2.8621188029323794,7.618907780246592,16,0.0,0.0,0.05,0.0,1.1000000000000008,5
2.8556760130594974,7.615889662938133,16,0.0,0.0,0.051,0.0,1.1066666666666676,5
2.725795800579201,7.4661328050610924,16,0.0,0.0,0.049,0.0,1.1033333333333342,5
2.842315020742321,7.607249325359581,16,0.0,0.0,0.054,0.0,1.2266666666666675,5
2.8555369789453615,7.618112106630194,16,0.0,0.0,0.07,0.0,1.1900000000000006,5
2.835555095045064,7.593415952461577,16,0.0,0.0,0.049,0.0,1.1866666666666674,5
2.8363330805187825,7.598746942687337,16,0.0,0.0,0.052,0.0,1.6133333333333342,5
2.809594417483444,7.567525190875789,16,0.0,0.0,0.054,0.0,1.6600000000000008,5
2.8650906085606085,7.629457670697021,16,0.0,0.0,0.049,0.0,2.0633333333333344,5
3.011786850181213,7.774164640696571,16,0.0,0.0,0.054,0.0,3.903333333333334,5
3.0563711716640314,7.826093637944404,16,0.0,0.0,0.081,0.0,4.386666666666668,5
3.1314365691146455,7.916827798802065,16,0.0,0.0,0.064,0.0,4.146666666666667,5
2.8803990107675426,7.642790587110402,16,0.0,0.0,0.068,0.0,2.560000000000001,5
2.8585283612896037,7.617847890645013,16,0.0,0.0,0.066,0.0,2.6633333333333344,5
2.7594052942594876,7.498504190588199,16,0.0,0.0,0.055,0.0,3.0233333333333348,5
2.8625649325249056,7.622077808614648,16,0.0,0.0,0.05,0.0,2.1700000000000013,5
2.838754852986515,7.6033222773305384,16,0.0,0.0,0.054,0.0,1.750000000000001,5
2.8279804391371255,7.588554179329112,16,0.0,0.0,0.052,0.0,1.246666666666668,5
2.8418937856882587,7.604657926597835,16,0.0,0.0,0.05,0.0,1.1733333333333344,5
2.8290477593522443,7.579942873597119,16,0.0,0.0,0.052,0.0,1.130000000000001,5
2.8468644266922496,7.615015336545524,16,0.0,0.0,0.061,0.0,1.2233333333333345,5
2.8462225698508807,7.614340039124998,16,0.0,0.0,0.051,0.0,1.2733333333333345,5
