packet_rate,byte_rate,flow_count,flow_growth_rate,src_ip_entropy,latency,packet_loss,controller_cpu,label
0.0,0.0,20,0.0,0.0,31.8,0.0,1.49,5
234.21921207541368,13897.258838620022,20,0.0,0.0,0.046,0.0,1.11,5
228.69339785187006,13151.77615479796,20,0.0,0.0,0.056,0.0,1.19,5
235.42646766543604,14092.418662862368,20,0.0,0.0,0.05,0.0,1.53,5
239.61116942965793,14245.626855312381,20,0.0,0.0,0.059,0.0,1.34,5
463.60240259219154,27096.044331513345,20,0.0,0.0,0.078,0.0,0.9,5
227.52716610404264,13299.858484979524,20,0.0,0.0,0.068,0.0,25.75,5
18.98184749141206,2389.43496221895,20,0.0,0.0,0.055,0.0,1.59,5
19.5651206258658,2388.479235620401,20,0.0,0.0,0.065,0.0,1.69,5
14.075572649974983,1654.4504176957082,20,0.0,0.0,0.053,0.0,4.44,5
21.941490324718345,2602.0699569435546,16,0.0,0.0,0.057,0.0,2.85,5
13.52899807470144,1617.3821923671242,16,0.0,0.0,0.049,0.0,2.5,5
18.25685249999014,2288.192179998764,16,0.0,0.0,0.059,0.0,3.26,5
18.31834025548662,2327.1924766241127,16,0.0,0.0,0.064,0.0,5.49,5
11.608469888701526,1398.6333882032322,16,0.0,0.0,0.053,0.0,2.48,5
18.93677404417872,2383.7611166812176,16,0.0,0.0,0.053,0.0,0.93,5
16.743107246337892,2077.6673992046567,16,0.0,0.0,0.052,0.0,1.72,5
13.352612068334697,1668.3135021379321,16,0.0,0.0,0.051,0.0,6.36,5
19.045586489348185,2397.4584272791494,16,0.0,0.0,0.061,0.0,1.15,5
13.14884037656208,1538.2237611537553,16,0.0,0.0,0.057,0.0,1.7,5
19.83562619073636,2454.277286753803,16,0.0,0.0,0.054,0.0,1.4,5
17.876666759012807,2240.288664055009,16,0.0,0.0,0.062,0.0,1.12,5
12.970915378951968,1557.6543380076732,16,0.0,0.0,0.045,0.0,1.22,5
19.54631204354603,2428.6767139155545,16,0.0,0.0,0.051,0.0,5.3,5
25.807082985961024,3097.2322854706704,16,0.0,0.0,0.053,0.0,1.08,5
23.460186075555985,2903.722543205401,16,0.0,0.0,0.05,0.0,0.86,5
14.874317147094404,1817.336441177047,16,0.0,0.0,0.059,0.0,1.58,5
19.02687535074573,2395.1030691518727,16,0.0,0.0,0.064,0.0,1.2,5
